X,Y,Time
1286.4,224.7,1607623212441
1286.3,224.2,1607623212445
1286.3,223.7,1607623212449
1286.8,222.9,1607623212453
1287.3,222.3,1607623212457
1287.5,221.8,1607623212461
1287.7,221.3,1607623212465
1288.0,221.1,1607623212469
1288.6,221.0,1607623212473
1289.4,220.9,1607623212477
1290.1,220.7,1607623212481
1290.4,220.0,1607623212485
1290.7,219.0,1607623212489
1290.7,217.5,1607623212493
1290.4,216.0,1607623212497
1290.0,214.9,1607623212501
1289.5,214.4,1607623212505
1289.5,214.1,1607623212509
1289.8,213.9,1607623212513
1290.3,213.7,1607623212517
1291.1,213.5,1607623212521
1292.0,213.3,1607623212525
1292.7,213.3,1607623212529
1293.6,213.5,1607623212533
1294.5,214.2,1607623212537
1295.2,214.9,1607623212541
1295.7,215.5,1607623212545
1295.5,216.0,1607623212549
1294.8,216.3,1607623212553
1293.9,216.9,1607623212557
1293.0,217.5,1607623212561
1292.8,217.8,1607623212565
1293.4,217.6,1607623212569
1294.2,217.3,1607623212573
1295.0,216.9,1607623212577
1294.9,216.1,1607623212581
1294.3,215.4,1607623212585
1293.3,215.6,1607623212589
1292.3,216.8,1607623212593
1292.0,219.3,1607623212597
1291.8,221.3,1607623212601
1291.9,222.4,1607623212605
1292.1,222.1,1607623212609
1292.2,221.6,1607623212613
1292.4,221.2,1607623212617
1292.3,221.0,1607623212621
1292.3,221.2,1607623212625
1292.4,221.2,1607623212629
1293.2,220.2,1607623212633
1294.2,219.1,1607623212637
1294.9,218.1,1607623212641
1295.3,217.4,1607623212645
1295.6,216.9,1607623212649
1295.7,216.6,1607623212653
1294.9,217.0,1607623212657
1295.3,217.3,1607623212661
1296.0,217.8,1607623212665
1297.3,217.3,1607623212669
1298.4,216.6,1607623212673
1298.3,216.3,1607623212677
1298.4,215.8,1607623212681
1298.5,214.3,1607623212685
1298.3,212.6,1607623212689
1297.9,210.7,1607623212693
1297.3,209.2,1607623212697
1297.1,208.0,1607623212701
1298.0,206.3,1607623212705
1301.5,203.7,1607623212709
1307.3,197.3,1607623212713
1312.1,190.2,1607623212717
1312.5,184.9,1607623212721
1309.1,184.5,1607623212725
1306.1,188.2,1607623212729
1305.1,191.5,1607623212733
1306.5,192.9,1607623212737
1307.6,192.4,1607623212741
1308.3,192.0,1607623212745
1308.5,191.5,1607623212749
1308.2,191.4,1607623212753
1308.1,191.6,1607623212757
1308.2,191.7,1607623212761
1308.4,192.0,1607623212765
1308.7,192.1,1607623212769
1308.6,192.1,1607623212773
1308.4,192.0,1607623212777
1308.3,191.7,1607623212781
1308.8,191.1,1607623212785
1310.0,190.1,1607623212789
1311.3,188.3,1607623212793
1312.4,186.7,1607623212797
1312.7,185.3,1607623212801
1312.4,184.0,1607623212805
1311.7,182.8,1607623212809
1311.1,180.7,1607623212813
1310.8,178.6,1607623212817
1310.9,177.6,1607623212821
1310.6,177.5,1607623212825
1310.5,177.9,1607623212829
1310.6,178.2,1607623212833
1311.0,178.9,1607623212837
1311.4,179.3,1607623212841
1311.6,179.3,1607623212845
1311.6,178.8,1607623212849
1311.6,178.0,1607623212853
1311.8,177.4,1607623212857
1312.1,177.0,1607623212861
1312.7,176.8,1607623212865
1313.4,177.2,1607623212869
1314.1,177.5,1607623212873
1314.6,177.3,1607623212877
1314.9,177.2,1607623212881
1315.1,177.1,1607623212885
1315.1,177.1,1607623212889
1315.0,177.3,1607623212893
1314.9,177.7,1607623212897
1314.6,178.3,1607623212901
1314.5,179.0,1607623212905
1314.8,179.2,1607623212909
1315.1,179.3,1607623212913
1315.3,179.6,1607623212917
1315.1,180.2,1607623212921
1314.7,180.6,1607623212925
1314.7,180.7,1607623212929
1314.5,180.1,1607623212933
1314.3,179.3,1607623212937
1314.3,177.6,1607623212941
1314.4,175.9,1607623212945
1314.8,174.8,1607623212949
1315.2,174.3,1607623212953
1315.5,174.0,1607623212957
1316.0,172.9,1607623212961
1316.5,171.9,1607623212965
1317.0,171.5,1607623212969
1317.5,171.6,1607623212973
1317.7,172.3,1607623212977
1317.1,172.7,1607623212981
1315.4,173.4,1607623212985
1313.5,174.1,1607623212989
1312.2,174.8,1607623212993
1312.4,175.1,1607623212997
1313.0,175.0,1607623213001
1313.7,174.6,1607623213005
1314.0,174.6,1607623213009
1313.7,175.4,1607623213013
1313.5,176.5,1607623213017
1313.1,177.6,1607623213021
1312.8,178.1,1607623213025
1312.2,178.4,1607623213029
1311.6,178.7,1607623213033
1311.0,178.8,1607623213037
1310.4,179.9,1607623213041
1309.8,181.4,1607623213045
1309.5,182.8,1607623213049
1309.6,184.1,1607623213053
1309.9,184.7,1607623213057
1310.7,184.5,1607623213061
1311.5,183.5,1607623213065
1312.4,182.3,1607623213069
1313.0,181.4,1607623213073
1313.4,181.0,1607623213077
1313.2,181.1,1607623213081
1313.0,181.2,1607623213085
1312.8,181.2,1607623213089
1312.3,181.1,1607623213093
1311.8,180.4,1607623213097
1311.2,179.8,1607623213101
1310.8,179.3,1607623213105
1311.8,178.9,1607623213109
1313.6,178.5,1607623213113
1314.9,178.3,1607623213117
1315.2,178.2,1607623213121
1314.5,178.2,1607623213125
1313.9,177.9,1607623213129
1314.4,177.5,1607623213133
1315.1,177.2,1607623213137
1315.5,177.2,1607623213141
1315.7,177.3,1607623213145
1315.5,177.6,1607623213149
1315.3,178.0,1607623213153
1315.0,178.7,1607623213157
1315.5,179.5,1607623213161
1316.7,179.5,1607623213165
1318.1,178.0,1607623213169
1319.3,175.9,1607623213173
1320.0,173.4,1607623213177
1320.0,171.7,1607623213181
1320.0,171.0,1607623213185
1319.8,170.2,1607623213189
1319.2,169.9,1607623213193
1317.7,170.1,1607623213197
1316.3,170.4,1607623213201
1315.1,170.5,1607623213205
1315.0,170.0,1607623213209
1315.4,169.4,1607623213213
1316.2,169.6,1607623213217
1316.9,170.2,1607623213221
1317.7,170.9,1607623213225
1318.2,170.7,1607623213229
1318.1,170.1,1607623213233
1317.9,169.6,1607623213237
1317.2,169.6,1607623213241
1316.4,169.6,1607623213245
1316.9,169.2,1607623213249
1318.0,168.8,1607623213253
1319.3,168.7,1607623213257
1319.6,169.1,1607623213261
1318.5,169.7,1607623213265
1317.9,170.0,1607623213269
1318.2,170.1,1607623213273
1318.9,170.9,1607623213277
1319.5,171.7,1607623213281
1319.3,172.1,1607623213285
